dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0016395,foveal hypoplasia-presenile cataract syndrome,14,119
http://purl.obolibrary.org/obo/MONDO_0016396,pontocerebellar hypoplasia type 1,84,2017
http://purl.obolibrary.org/obo/MONDO_0016407,oligomeganephronia,,510
http://purl.obolibrary.org/obo/MONDO_0016408,permanent congenital hypothyroidism,140,3447
http://purl.obolibrary.org/obo/MONDO_0016410,central congenital hypothyroidism,126,2586
http://purl.obolibrary.org/obo/MONDO_0016411,hypothyroidism due to deficient transcription factors involved in pituitary development or function,70,849
http://purl.obolibrary.org/obo/MONDO_0016412,peripheral hypothyroidism,14,861
http://purl.obolibrary.org/obo/MONDO_0016413,congenital hypothyroidism due to maternal intake of antithyroid drugs,,442
http://purl.obolibrary.org/obo/MONDO_0016414,"hypotrichosis-intellectual disability, Lopes type",,68
http://purl.obolibrary.org/obo/MONDO_0016416,diphallia,,493
http://purl.obolibrary.org/obo/MONDO_0016417,congenital ichthyosis-microcephalus-tetraplegia syndrome,,136
http://purl.obolibrary.org/obo/MONDO_0016418,"multiple system atrophy, cerebellar type",14,595
http://purl.obolibrary.org/obo/MONDO_0016419,hereditary breast carcinoma,140,16
http://purl.obolibrary.org/obo/MONDO_0016420,familial flecked retinopathy,280,2440
http://purl.obolibrary.org/obo/MONDO_0016422,autoimmune polyendocrinopathy type 3,,559
http://purl.obolibrary.org/obo/MONDO_0016423,autoimmune polyendocrinopathy type 4,,540
http://purl.obolibrary.org/obo/MONDO_0016424,progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0016425,Hughes-Stovin syndrome,,306
http://purl.obolibrary.org/obo/MONDO_0016426,fusariosis,,799
http://purl.obolibrary.org/obo/MONDO_0016431,autosomal dominant Charcot-Marie-Tooth disease type 2M,14,
http://purl.obolibrary.org/obo/MONDO_0016432,heart-hand syndrome,42,3940
http://purl.obolibrary.org/obo/MONDO_0016433,dysmorphism-short stature-deafness-disorder of sex development syndrome,,510
http://purl.obolibrary.org/obo/MONDO_0016439,elastoderma,,119
http://purl.obolibrary.org/obo/MONDO_0016445,familial anetoderma,,102
http://purl.obolibrary.org/obo/MONDO_0016450,"autoimmune hemolytic anemia, cold type",,425
http://purl.obolibrary.org/obo/MONDO_0016453,foodborne botulism,,393
http://purl.obolibrary.org/obo/MONDO_0016454,Charcot-Marie-Tooth disease type 2B5,14,
http://purl.obolibrary.org/obo/MONDO_0016456,5q14.3 microdeletion syndrome,14,408
http://purl.obolibrary.org/obo/MONDO_0016457,ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome,,306
http://purl.obolibrary.org/obo/MONDO_0016458,8q12 microduplication syndrome,,340
http://purl.obolibrary.org/obo/MONDO_0016459,2q23.1 microdeletion syndrome,14,544
http://purl.obolibrary.org/obo/MONDO_0016460,polyvalvular heart disease syndrome,28,391
http://purl.obolibrary.org/obo/MONDO_0016461,5q35 microduplication syndrome,14,153
http://purl.obolibrary.org/obo/MONDO_0016462,isolated agammaglobulinemia,154,3834
http://purl.obolibrary.org/obo/MONDO_0016463,syndromic agammaglobulinemia,140,6431
http://purl.obolibrary.org/obo/MONDO_0016464,insulin-resistance syndrome type B,,850
http://purl.obolibrary.org/obo/MONDO_0016466,asbestosis,,595
http://purl.obolibrary.org/obo/MONDO_0016467,isotretinoin syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0016468,toxin-mediated infectious botulism,,1348
http://purl.obolibrary.org/obo/MONDO_0016470,Ehlers-Danlos/osteogenesis imperfecta syndrome,28,568
http://purl.obolibrary.org/obo/MONDO_0016471,pachyonychia congenita,56,1079
http://purl.obolibrary.org/obo/MONDO_0016472,dracunculiasis,,269
http://purl.obolibrary.org/obo/MONDO_0016473,familial rhabdoid tumor,28,74
http://purl.obolibrary.org/obo/MONDO_0016474,drug-induced lupus erythematosus,,391
http://purl.obolibrary.org/obo/MONDO_0016475,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,42,
http://purl.obolibrary.org/obo/MONDO_0016476,Beckwith-Wiedemann syndrome due to CDKN1C mutation,14,
http://purl.obolibrary.org/obo/MONDO_0016477,Beckwith-Wiedemann syndrome due to 11p15 microdeletion,14,
http://purl.obolibrary.org/obo/MONDO_0016479,silver-Russell syndrome due to 7p11.2p13 microduplication,,493
http://purl.obolibrary.org/obo/MONDO_0016480,silver-Russell syndrome due to an imprinting defect of 11p15,28,476
http://purl.obolibrary.org/obo/MONDO_0016481,silver-Russell syndrome due to 11p15 microduplication,28,323
http://purl.obolibrary.org/obo/MONDO_0016482,silver-Russell syndrome due to maternal uniparental disomy of chromosome 11,,340
http://purl.obolibrary.org/obo/MONDO_0016483,intracranial berry aneurysm,70,440
http://purl.obolibrary.org/obo/MONDO_0016484,Usher syndrome type 2,70,507
http://purl.obolibrary.org/obo/MONDO_0016485,Usher syndrome type 3,70,532
http://purl.obolibrary.org/obo/MONDO_0016486,beta-thalassemia major,14,850
http://purl.obolibrary.org/obo/MONDO_0016487,beta-thalassemia intermedia,14,612
http://purl.obolibrary.org/obo/MONDO_0016489,delta-beta-thalassemia,42,51
http://purl.obolibrary.org/obo/MONDO_0016490,hemoglobin C-beta-thalassemia syndrome,14,68
http://purl.obolibrary.org/obo/MONDO_0016491,hemoglobin E-beta-thalassemia syndrome,14,68
http://purl.obolibrary.org/obo/MONDO_0016497,paraparetic variant of Guillain-Barre syndrome,,169
http://purl.obolibrary.org/obo/MONDO_0016501,Hermansky-Pudlak syndrome with pulmonary fibrosis,28,651
http://purl.obolibrary.org/obo/MONDO_0016502,Hermansky-Pudlak syndrome without pulmonary fibrosis,42,1329
http://purl.obolibrary.org/obo/MONDO_0016504,primary unilateral adrenal hyperplasia,,255
http://purl.obolibrary.org/obo/MONDO_0016505,aldosterone-producing adrenal cortex adenoma,,306
http://purl.obolibrary.org/obo/MONDO_0016506,ectopic aldosterone-producing tumor,,220
http://purl.obolibrary.org/obo/MONDO_0016509,microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome,,119
http://purl.obolibrary.org/obo/MONDO_0016511,infectious embryofetopathy,,3268
http://purl.obolibrary.org/obo/MONDO_0016512,Kabuki syndrome,28,6562
http://purl.obolibrary.org/obo/MONDO_0016514,epidermolysis bullosa simplex with anodontia/hypodontia,,323
http://purl.obolibrary.org/obo/MONDO_0016515,Kallmann syndrome-heart disease syndrome,,493
http://purl.obolibrary.org/obo/MONDO_0016516,Kenny-Caffey syndrome,28,1645
http://purl.obolibrary.org/obo/MONDO_0016521,muscular pseudohypertrophy-hypothyroidism syndrome,,255
http://purl.obolibrary.org/obo/MONDO_0016523,bronchogenic cyst,,561
http://purl.obolibrary.org/obo/MONDO_0016525,familial hyperaldosteronism,84,2095
http://purl.obolibrary.org/obo/MONDO_0016526,trisomy 9p,,459
http://purl.obolibrary.org/obo/MONDO_0016527,glycogen storage disease due to lactate dehydrogenase deficiency,14,204
http://purl.obolibrary.org/obo/MONDO_0016528,limb body wall complex,,833
http://purl.obolibrary.org/obo/MONDO_0016529,duplication of urethra,,442
http://purl.obolibrary.org/obo/MONDO_0016532,Lennox-Gastaut syndrome,98,1501
http://purl.obolibrary.org/obo/MONDO_0016533,apolipoprotein A-II amyloidosis,14,
http://purl.obolibrary.org/obo/MONDO_0016535,hypohidrotic ectodermal dysplasia,182,4410
http://purl.obolibrary.org/obo/MONDO_0016537,lymphoproliferative syndrome,182,8494
http://purl.obolibrary.org/obo/MONDO_0016539,atypical hypotonia-cystinuria syndrome,42,
http://purl.obolibrary.org/obo/MONDO_0016540,congenital secondary polycythemia,28,273
http://purl.obolibrary.org/obo/MONDO_0016541,acquired secondary polycythemia,,625
http://purl.obolibrary.org/obo/MONDO_0016542,IL10-related early-onset inflammatory bowel disease,42,367
http://purl.obolibrary.org/obo/MONDO_0016543,hyperphenylalaninemia due to tetrahydrobiopterin deficiency,56,2600
http://purl.obolibrary.org/obo/MONDO_0016545,leukoencephalopathy-palmoplantar keratoderma syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016546,primary orthostatic tremor,,119
http://purl.obolibrary.org/obo/MONDO_0016553,isolated congenital hypogonadotropic hypogonadism,14,298
http://purl.obolibrary.org/obo/MONDO_0016555,transient congenital hypothyroidism due to maternal factor,,996
http://purl.obolibrary.org/obo/MONDO_0016557,leukonychia totalis,14,136
http://purl.obolibrary.org/obo/MONDO_0016558,familial congenital mirror movements,56,364
http://purl.obolibrary.org/obo/MONDO_0016559,glaucoma secondary to spherophakia/ectopia lentis and megalocornea,14,
http://purl.obolibrary.org/obo/MONDO_0016561,1q44 microdeletion syndrome,14,561
http://purl.obolibrary.org/obo/MONDO_0016562,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,14,355
http://purl.obolibrary.org/obo/MONDO_0016563,progressive supranuclear palsy-corticobasal syndrome,14,509
http://purl.obolibrary.org/obo/MONDO_0016564,progressive supranuclear palsy-progressive non-fluent aphasia syndrome,14,357
http://purl.obolibrary.org/obo/MONDO_0016567,locked-in syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016568,Lowe-Kohn-Cohen syndrome,,85
http://purl.obolibrary.org/obo/MONDO_0016573,acute fatty liver of pregnancy,14,
http://purl.obolibrary.org/obo/MONDO_0016574,hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome,,136
http://purl.obolibrary.org/obo/MONDO_0016575,primary ciliary dyskinesia,770,13746
http://purl.obolibrary.org/obo/MONDO_0016576,split hand-foot malformation,112,1446
http://purl.obolibrary.org/obo/MONDO_0016577,biliary atresia with splenic malformation syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0016580,congenital pulmonary airway malformation,,85
http://purl.obolibrary.org/obo/MONDO_0016581,conotruncal heart malformations,266,2294
http://purl.obolibrary.org/obo/MONDO_0016582,congenital mitral malformation,14,208
http://purl.obolibrary.org/obo/MONDO_0016584,mandibuloacral dysplasia,28,3135
http://purl.obolibrary.org/obo/MONDO_0016586,systemic mastocytosis,154,1784
http://purl.obolibrary.org/obo/MONDO_0016587,arrhythmogenic right ventricular cardiomyopathy,546,2915
http://purl.obolibrary.org/obo/MONDO_0016588,infantile mercury poisoning,,14
http://purl.obolibrary.org/obo/MONDO_0016591,sporadic adult-onset ataxia of unknown etiology,,476
http://purl.obolibrary.org/obo/MONDO_0016593,acquired ataxia,,490
http://purl.obolibrary.org/obo/MONDO_0016594,superficial siderosis,,833
http://purl.obolibrary.org/obo/MONDO_0016595,inhalational anthrax,,204
http://purl.obolibrary.org/obo/MONDO_0016596,hyperphosphatasia-intellectual disability syndrome,98,5099
http://purl.obolibrary.org/obo/MONDO_0016598,autosomal recessive secondary polycythemia not associated with VHL gene,14,
http://purl.obolibrary.org/obo/MONDO_0016600,acute neonatal citrullinemia type I,14,14
http://purl.obolibrary.org/obo/MONDO_0016601,adult-onset citrullinemia type I,14,14
http://purl.obolibrary.org/obo/MONDO_0016602,citrin deficiency,28,2264
http://purl.obolibrary.org/obo/MONDO_0016603,citrullinemia type II,14,1119
http://purl.obolibrary.org/obo/MONDO_0016604,dysraphism-cleft lip/palate-limb reduction defects syndrome,,153
http://purl.obolibrary.org/obo/MONDO_0016605,perinatal lethal hypophosphatasia,14,
http://purl.obolibrary.org/obo/MONDO_0016607,odontohypophosphatasia,14,
http://purl.obolibrary.org/obo/MONDO_0016608,megalencephaly,14,829
http://purl.obolibrary.org/obo/MONDO_0016612,X-linked cerebellar ataxia,56,4724
http://purl.obolibrary.org/obo/MONDO_0016614,autosomal recessive ataxia due to PEX10 deficiency,14,321
http://purl.obolibrary.org/obo/MONDO_0016619,autosomal recessive hypohidrotic ectodermal dysplasia,56,892
http://purl.obolibrary.org/obo/MONDO_0016620,primary hypertrophic osteoarthropathy,42,1816
http://purl.obolibrary.org/obo/MONDO_0016621,juvenile Huntington disease,14,408
http://purl.obolibrary.org/obo/MONDO_0016624,hereditary anemia,308,15602
http://purl.obolibrary.org/obo/MONDO_0016625,acquired deficiency anemia,,272
http://purl.obolibrary.org/obo/MONDO_0016630,isolated delta-storage pool disease,14,
http://purl.obolibrary.org/obo/MONDO_0016638,familial hypodysfibrinogenemia,42,
http://purl.obolibrary.org/obo/MONDO_0016639,lower limb deficiency-hypospadias syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0016641,limb transversal defect-cardiac anomaly syndrome,,170
http://purl.obolibrary.org/obo/MONDO_0016642,meningioma,154,1288
http://purl.obolibrary.org/obo/MONDO_0016643,frontonasal dysplasia,70,7580
http://purl.obolibrary.org/obo/MONDO_0016648,multiple epiphyseal dysplasia,112,5885
http://purl.obolibrary.org/obo/MONDO_0016649,Warburg micro syndrome,56,3705
http://purl.obolibrary.org/obo/MONDO_0016650,paternal uniparental disomy of chromosome 1,,493
http://purl.obolibrary.org/obo/MONDO_0016651,maternal uniparental disomy of chromosome 1,,493
http://purl.obolibrary.org/obo/MONDO_0016652,2q31.1 microdeletion syndrome,,1071
http://purl.obolibrary.org/obo/MONDO_0016653,2q33.1 microdeletion syndrome,14,1394
http://purl.obolibrary.org/obo/MONDO_0016655,6p22 microdeletion syndrome,,357
http://purl.obolibrary.org/obo/MONDO_0016656,7q31 microdeletion syndrome,14,850
http://purl.obolibrary.org/obo/MONDO_0016657,8p11.2 deletion syndrome,14,612
http://purl.obolibrary.org/obo/MONDO_0016658,8p23.1 microdeletion syndrome,14,833
http://purl.obolibrary.org/obo/MONDO_0016659,8p23.1 duplication syndrome,,306
http://purl.obolibrary.org/obo/MONDO_0016660,autosomal recessive primary microcephaly,420,8164
http://purl.obolibrary.org/obo/MONDO_0016661,infantile onset panniculitis with uveitis and systemic granulomatosis,,14
http://purl.obolibrary.org/obo/MONDO_0016663,overlapping connective tissue disease,,1366
http://purl.obolibrary.org/obo/MONDO_0016668,sickle cell-beta-thalassemia disease syndrome,28,
http://purl.obolibrary.org/obo/MONDO_0016669,sickle cell-hemoglobin c disease syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0016670,sickle cell-hemoglobin d disease syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0016671,sickle cell-hemoglobin E disease syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0016672,hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,70,221
http://purl.obolibrary.org/obo/MONDO_0016673,"localized junctional epidermolysis bullosa, non-Herlitz type",28,323
http://purl.obolibrary.org/obo/MONDO_0016674,"46,XY partial gonadal dysgenesis",154,2187
http://purl.obolibrary.org/obo/MONDO_0016675,distal arthrogryposis type 10,,169
http://purl.obolibrary.org/obo/MONDO_0016677,toxic or drug-related embryofetopathy,,6522
http://purl.obolibrary.org/obo/MONDO_0016680,high grade astrocytic tumor,364,255
http://purl.obolibrary.org/obo/MONDO_0016681,gliosarcoma,168,
http://purl.obolibrary.org/obo/MONDO_0016682,giant cell glioblastoma,182,
http://purl.obolibrary.org/obo/MONDO_0016684,anaplastic astrocytoma,14,
http://purl.obolibrary.org/obo/MONDO_0016685,low-grade astrocytoma,140,340
http://purl.obolibrary.org/obo/MONDO_0016686,diffuse astrocytoma,42,
http://purl.obolibrary.org/obo/MONDO_0016687,protoplasmic astrocytoma,14,
http://purl.obolibrary.org/obo/MONDO_0016688,fibrillary astrocytoma,14,
http://purl.obolibrary.org/obo/MONDO_0016689,gemistocytic astrocytoma,14,
http://purl.obolibrary.org/obo/MONDO_0016691,pilocytic astrocytoma,98,
http://purl.obolibrary.org/obo/MONDO_0016692,pilomyxoid astrocytoma,98,
http://purl.obolibrary.org/obo/MONDO_0016695,oligodendroglioma,28,14
http://purl.obolibrary.org/obo/MONDO_0016696,anaplastic oligodendroglioma,28,
http://purl.obolibrary.org/obo/MONDO_0016697,low grade ependymoma,,255
http://purl.obolibrary.org/obo/MONDO_0016698,ependymoma,14,524
http://purl.obolibrary.org/obo/MONDO_0016699,myxopapillary ependymoma,,204
http://purl.obolibrary.org/obo/MONDO_0016700,anaplastic ependymoma,,14
http://purl.obolibrary.org/obo/MONDO_0016702,oligoastrocytoma,28,
http://purl.obolibrary.org/obo/MONDO_0016703,anaplastic oligoastrocytoma,14,
http://purl.obolibrary.org/obo/MONDO_0016705,angiocentric glioma,28,
http://purl.obolibrary.org/obo/MONDO_0016710,medulloblastoma with extensive nodularity,14,
http://purl.obolibrary.org/obo/MONDO_0016711,desmoplastic/nodular medulloblastoma,14,
http://purl.obolibrary.org/obo/MONDO_0016717,choroid plexus neoplasm,28,307
http://purl.obolibrary.org/obo/MONDO_0016718,choroid plexus carcinoma,14,
http://purl.obolibrary.org/obo/MONDO_0016719,microcephaly-seizures-intellectual disability-heart disease syndrome,,408
http://purl.obolibrary.org/obo/MONDO_0016722,pineoblastoma,,323
http://purl.obolibrary.org/obo/MONDO_0016723,pineocytoma,,221
http://purl.obolibrary.org/obo/MONDO_0016724,papillary tumor of the pineal region,,238
http://purl.obolibrary.org/obo/MONDO_0016729,mixed neuronal-glial tumor,28,1343
http://purl.obolibrary.org/obo/MONDO_0016730,gangliocytoma,,442
http://purl.obolibrary.org/obo/MONDO_0016743,tumor of meninges,224,1288
http://purl.obolibrary.org/obo/MONDO_0016748,hemangioblastoma,,272
http://purl.obolibrary.org/obo/MONDO_0016749,tumor of cranial and spinal nerves,112,1872
http://purl.obolibrary.org/obo/MONDO_0016750,microcephaly-cleft palate syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0016751,malignant perineurioma,28,
